quarter,language,push_events,unique_actors
2018-07-01,JavaScript,499517.62841829116,58865
2018-07-01,Julia,3332.1350585957584,435
2018-07-01,Kotlin,26197.120996803038,2846
2018-07-01,Lua,13182.731965929965,3671
2018-07-01,Objective-C,15282.021588684818,7132
2018-07-01,PHP,256450.75275239925,14893
2018-07-01,Perl,29289.205119400252,7597
2018-07-01,Python,418105.96018824994,41847
2018-07-01,R,9669.559001163494,3090
2018-07-01,Ruby,101865.08361167523,21289
2018-07-01,Rust,20844.042751807105,1931
2018-07-01,Scala,31231.241743720231,2798
2018-07-01,Swift,31710.034783742965,3436
2018-07-01,TypeScript,142910.1034203223,9587
2018-10-01,C,101640.25277826753,18774
2018-10-01,C#,221241.82389339537,7511
2018-10-01,C++,184197.19025527546,17337
2018-10-01,Dart,4850.2478993681625,439
2018-10-01,Go,102874.07239961142,7109
2018-10-01,Haskell,9194.1666301901878,1268
2018-10-01,Java,272503.54988342023,19209
2018-10-01,JavaScript,476222.52849829308,54668
2018-10-01,Julia,2491.1289330118097,417
2018-10-01,Kotlin,24646.782136817477,2794
2018-10-01,Lua,10992.420069802485,3495
2018-10-01,Objective-C,11992.955207488203,6649
2018-10-01,PHP,182215.60556520088,13729
2018-10-01,Perl,26150.019169413776,7216
2018-10-01,Python,372609.87952722481,39353
2018-10-01,R,8480.5788785773657,2872
2018-10-01,Ruby,95897.748928904926,19911
2018-10-01,Rust,19606.140138199116,1955
2018-10-01,Scala,27544.837987131647,2703
2018-10-01,Swift,26483.056122085673,3359
2018-10-01,TypeScript,135977.18491705737,9365
2019-01-01,C,110763.03522212632,18243
2019-01-01,C#,260309.26736931771,7150
2019-01-01,C++,191139.00589220953,16656
2019-01-01,Dart,6253.8638405560841,469
2019-01-01,Go,115320.90824027082,7050
2019-01-01,Haskell,7459.8658802249356,1187
2019-01-01,Java,291272.02068155847,17979
2019-01-01,JavaScript,501380.91260144376,52184
2019-01-01,Julia,2831.7193355810468,404
2019-01-01,Kotlin,26017.655383714227,2760
2019-01-01,Lua,12142.757773202704,3423
2019-01-01,Objective-C,12617.589584120326,6206
2019-01-01,PHP,206976.74309880324,13297
2019-01-01,Perl,21221.442231511115,7010
2019-01-01,Python,395100.8220851178,37874
2019-01-01,R,8937.7087392468075,2815
2019-01-01,Ruby,107723.49692509352,19078
2019-01-01,Rust,21728.890680706732,1890
2019-01-01,Scala,28996.050278588413,2587
2019-01-01,Swift,25453.061543283471,3097
2019-01-01,TypeScript,153593.89022989344,9186
2019-04-01,C,102657.78710773063,17425
2019-04-01,C#,296887.27467390819,6572
2019-04-01,C++,182875.91806343838,15852
2019-04-01,Dart,7035.1717961210115,440
2019-04-01,Go,118350.86926497796,6738
2019-04-01,Haskell,7363.7084540505775,1076
2019-04-01,Java,286712.0836715168,16978
2019-04-01,JavaScript,504665.138582435,48111
2019-04-01,Julia,2008.3878022279309,370
2019-04-01,Kotlin,25954.198567912823,2732
2019-04-01,Lua,11764.876395066853,3265
2019-04-01,Objective-C,13509.272643184631,5963
2019-04-01,PHP,210713.66293537256,11948
2019-04-01,Perl,23301.020282992009,6723
2019-04-01,Python,383686.45149244688,35892
2019-04-01,R,8215.721084114517,2692
2019-04-01,Ruby,98332.121662294172,17844
2019-04-01,Rust,21785.228135091678,1831
2019-04-01,Scala,29656.536604416255,2491
2019-04-01,Swift,25719.639149410603,3138
2019-04-01,TypeScript,156292.76196885397,8842
2019-07-01,C,101120.40119355223,16326
2019-07-01,C#,284228.52886046161,6030
2019-07-01,C++,171939.18420280115,14704
2019-07-01,Dart,7031.28338468324,434
2019-07-01,Go,118081.51505322832,6539
2019-07-01,Haskell,5878.2063237781613,1039
2019-07-01,Java,269255.97182009241,15824
2019-07-01,JavaScript,465628.17683245672,44829
2019-07-01,Julia,2465.9169536488876,367
2019-07-01,Kotlin,23533.497338931425,2535
