quarter,language,push_events,unique_actors
2023-10-01,Dart,12485,160
2023-10-01,Go,112191,2807
2023-10-01,Haskell,3674,223
2023-10-01,Java,172610,5355
2023-10-01,JavaScript,165398,6573
2023-10-01,Julia,1108,64
2023-10-01,Kotlin,20633,472
2023-10-01,Lua,7178,319
2023-10-01,Objective-C,3306,268
2023-10-01,PHP,103742,3213
2023-10-01,Perl,11356,392
2023-10-01,Python,254586,7735
2023-10-01,R,2473,204
2023-10-01,Ruby,73834,2184
2023-10-01,Rust,18721,581
2023-10-01,Scala,32564,552
2023-10-01,Swift,11096,497
2023-10-01,TypeScript,131399,2400
2024-01-01,C,64971,2358
2024-01-01,C#,46844,1769
2024-01-01,C++,138967,4051
2024-01-01,Dart,9979,152
2024-01-01,Go,114435,2851
2024-01-01,Haskell,2983,232
2024-01-01,Java,194139,5257
2024-01-01,JavaScript,164363,6427
2024-01-01,Julia,1176,64
2024-01-01,Kotlin,24126,469
2024-01-01,Lua,6929,303
2024-01-01,Objective-C,3506,288
2024-01-01,PHP,107566,3222
2024-01-01,Perl,11806,399
2024-01-01,Python,263339,7680
2024-01-01,R,2990,224
2024-01-01,Ruby,82870,2292
2024-01-01,Rust,20365,574
2024-01-01,Scala,20332,578
2024-01-01,Swift,12518,482
2024-01-01,TypeScript,134151,2310
2024-04-01,C,61241,2273
2024-04-01,C#,50139,1665
2024-04-01,C++,153623,3938
2024-04-01,Dart,10718,142
2024-04-01,Go,134989,2781
2024-04-01,Haskell,2935,201
2024-04-01,Java,185753,4968
2024-04-01,JavaScript,175315,6191
2024-04-01,Julia,1135,55
2024-04-01,Kotlin,22787,411
2024-04-01,Lua,7195,305
2024-04-01,Objective-C,4839,298
2024-04-01,PHP,105524,3042
2024-04-01,Perl,12913,380
2024-04-01,Python,263769,7490
2024-04-01,R,2842,183
2024-04-01,Ruby,86555,2195
2024-04-01,Rust,23342,531
2024-04-01,Scala,24999,543
2024-04-01,Swift,14174,480
2024-04-01,TypeScript,141944,2311
2024-07-01,C,54433,2107
2024-07-01,C#,41685,1624
2024-07-01,C++,138656,3733
2024-07-01,Dart,8780,123
2024-07-01,Go,109590,2627
2024-07-01,Haskell,2810,203
2024-07-01,Java,166458,4859
2024-07-01,JavaScript,156045,5881
2024-07-01,Julia,1051,48
2024-07-01,Kotlin,21802,389
2024-07-01,Lua,5973,299
2024-07-01,Objective-C,4123,243
2024-07-01,PHP,95028,2874
2024-07-01,Perl,11679,359
2024-07-01,Python,238456,7123
2024-07-01,R,3051,177
2024-07-01,Ruby,86624,2074
2024-07-01,Rust,19327,511
2024-07-01,Scala,73172,534
2024-07-01,Swift,12677,398
2024-07-01,TypeScript,125786,2253
2024-10-01,C,54855,2114
2024-10-01,C#,42222,1553
2024-10-01,C++,129663,3548
2024-10-01,Dart,8627,136
2024-10-01,Go,100209,2542
2024-10-01,Haskell,3029,191
2024-10-01,Java,153179,4761
2024-10-01,JavaScript,143911,5432
2024-10-01,Julia,1032,59
2024-10-01,Kotlin,20317,379
2024-10-01,Lua,5305,293
2024-10-01,Objective-C,3758,248
2024-10-01,PHP,95262,2846
2024-10-01,Perl,9908,344
2024-10-01,Python,224417,6728
2024-10-01,R,2317,174
2024-10-01,Ruby,81638,2025
2024-10-01,Rust,18820,516
2024-10-01,Scala,23350,493
2024-10-01,Swift,12624,379
2024-10-01,TypeScript,121620,2132
