language,method,method_label,x,y,total_push_events,avg_share_pct,total_unique_actors,z
C,pca,PCA,1.5319595190274404,2.9327986651806324,4367226,3.9287758148380356,1743409,0.7054612639653358
C#,pca,PCA,5.498110479914879,2.496332019439899,5893288,5.121370683914723,2380153,0.8856723146776762
C++,pca,PCA,4.052777681043119,1.9090852331877248,5417606,4.584946117536749,2155325,0.9320150680948672
Dart,pca,PCA,0.38824035658866235,-7.15540699725,5286974,3.957027329701022,2114040,-2.9697086928712277
Go,pca,PCA,3.5512959196628384,-4.6951093181238495,6106099,4.577036956597448,2420693,-3.277867576082855
Haskell,pca,PCA,-12.814678876182409,0.9387122084720536,1307190,1.1018389386709484,525871,0.4726728613304176
Java,pca,PCA,15.024873368445043,4.551513484481947,10649233,9.997440388355766,4115597,0.8381388278963848
JavaScript,pca,PCA,26.409703636883627,1.7828827729704568,23397479,18.958067121515302,8400426,1.6274245214187388
Julia,pca,PCA,-9.407289098686553,-6.401105181439892,2432233,1.8880278189973967,975839,-0.530914381200205
Kotlin,pca,PCA,-10.3462082908859,-8.967809273483972,2803880,2.440588883777426,1134693,3.619537727742038
Lua,pca,PCA,-9.715308659785517,1.6290145834382979,1760751,1.5346384881841457,709237,0.44673617174199926
Objective-C,pca,PCA,-13.11656129500346,10.04827435459825,1037881,2.39967052387679,418713,-1.6849547662791062
PHP,pca,PCA,1.7154557859942678,7.592509458875537,4041034,4.692085585224304,1619274,-0.5217670836024065
Perl,pca,PCA,-11.73449269378556,6.814081386072807,1201958,1.6098529144139295,484486,-0.8746394665226689
Python,pca,PCA,23.048986633849943,0.8706390451212138,19540304,15.30602863205692,7885694,1.5406273888322717
R,pca,PCA,-1.7286150439099328,1.1971161838722661,3596759,2.974309430424798,1440239,0.8582673625381191
Ruby,pca,PCA,-6.409591292895976,8.475496791956505,2062551,2.759964512971545,823296,-1.1977547985716372
Rust,pca,PCA,-6.5100000877430135,-10.051117924464956,3890454,3.1816836768270673,1861719,2.6882340785574623
Scala,pca,PCA,-4.599371643075267,3.1693226300502144,2662153,2.4964651651660166,1065806,0.46503470436512934
Swift,pca,PCA,-8.2727414160411,-7.707378441359159,2851196,2.3068912040399217,1136517,0.42182989070627935
TypeScript,pca,PCA,13.43345501658486,-9.429851681595974,13610685,9.915381066820354,5687980,-4.44404541673661
C,kpca,Kernel PCA (RBF),0.2767520543397678,-0.4291576033192705,4367226,3.9287758148380356,1743409,-0.32826737586449656
C#,kpca,Kernel PCA (RBF),0.5105656933756044,-0.2842993357412715,5893288,5.121370683914723,2380153,-0.3204346336299824
C++,kpca,Kernel PCA (RBF),0.43112407709144834,-0.31977714975732446,5417606,4.584946117536749,2155325,-0.3691041290920062
Dart,kpca,Kernel PCA (RBF),0.037395180003051795,0.22418134153610034,5286974,3.957027329701022,2114040,-0.4738984697550746
Go,kpca,Kernel PCA (RBF),0.2841081742549032,0.06095518317696795,6106099,4.577036956597448,2420693,-0.45029866872162966
Haskell,kpca,Kernel PCA (RBF),-0.5410862275263885,-0.06503571316689605,1307190,1.1018389386709484,525871,0.28634128657237445
Java,kpca,Kernel PCA (RBF),0.6578684578192362,0.22403948084662856,10649233,9.997440388355766,4115597,0.2399180754980109
JavaScript,kpca,Kernel PCA (RBF),0.508040269446192,0.5167182373385691,23397479,18.958067121515302,8400426,0.6002215191647319
Julia,kpca,Kernel PCA (RBF),-0.5209892883632868,0.3895783415281834,2432233,1.8880278189973967,975839,-0.20349372913837843
Kotlin,kpca,Kernel PCA (RBF),-0.47089756814094763,0.521920560266603,2803880,2.440588883777426,1134693,-0.18687938690092312
Lua,kpca,Kernel PCA (RBF),-0.49530520471751355,-0.2002451934733356,1760751,1.5346384881841457,709237,0.18657836534284722
Objective-C,kpca,Kernel PCA (RBF),-0.3026366527025063,-0.3097608805018236,1037881,2.39967052387679,418713,0.591270986165646
PHP,kpca,Kernel PCA (RBF),0.28594124025122625,-0.4907260451973702,4041034,4.692085585224304,1619274,-0.10503493423978441
Perl,kpca,Kernel PCA (RBF),-0.4045624445165498,-0.35983992065648357,1201958,1.6098529144139295,484486,0.5176577370577229
Python,kpca,Kernel PCA (RBF),0.5820007581052925,0.5167283203060645,19540304,15.30602863205692,7885694,0.5817451592402852
R,kpca,Kernel PCA (RBF),-0.001802414726792924,-0.3543611080122066,3596759,2.974309430424798,1440239,-0.3020782421413821
Ruby,kpca,Kernel PCA (RBF),-0.18604628248261199,-0.515364442821095,2062551,2.759964512971545,823296,0.3297299304536314
Rust,kpca,Kernel PCA (RBF),-0.3877699793940937,0.5341629090346633,3890454,3.1816836768270673,1861719,-0.3256227915818764
Scala,kpca,Kernel PCA (RBF),-0.19213643633504013,-0.4362012445809793,2662153,2.4964651651660166,1065806,-0.042460077581335444
Swift,kpca,Kernel PCA (RBF),-0.4816618374717621,0.46104306051902816,2851196,2.3068912040399217,1136517,-0.2787493746274555
TypeScript,kpca,Kernel PCA (RBF),0.4110984316907686,0.31544120267524794,13610685,9.915381066820354,5687980,0.052858753779076846
C,tsne,t-SNE (sklearn),-13.15252685546875,-106.78340911865234,4367226,3.9287758148380356,1743409,46.343387603759766
C#,tsne,t-SNE (sklearn),-35.26805877685547,-127.98663330078125,5893288,5.121370683914723,2380153,-43.00703811645508
C++,tsne,t-SNE (sklearn),42.661808013916016,-125.74905395507812,5417606,4.584946117536749,2155325,-18.6416072845459
Dart,tsne,t-SNE (sklearn),75.20433807373047,9.399724006652832,5286974,3.957027329701022,2114040,-84.02909088134766
Go,tsne,t-SNE (sklearn),99.3617172241211,-63.024208068847656,6106099,4.577036956597448,2420693,-64.89295196533203
Haskell,tsne,t-SNE (sklearn),79.21746826171875,82.36920166015625,1307190,1.1018389386709484,525871,103.02875518798828
Java,tsne,t-SNE (sklearn),-114.13009643554688,-93.24659729003906,10649233,9.997440388355766,4115597,-88.31044006347656
