month,language,push_events,unique_actors,events_per_actor,actors_stack,events_per_actor_viz,actor_rank
2022-10-01,Dart,10473.666112156248,409,25.607985604294004,409,25.607985604294004,20
2022-10-01,Go,97869.13319468772,4836,20.23762059443501,4836,20.23762059443501,9
2022-10-01,Haskell,3167.3498060581,746,4.2457772199170245,746,4.2457772199170245,19
2022-10-01,Java,177329.6507905623,9886,17.93745203222358,9886,17.93745203222358,4
2022-10-01,JavaScript,1308851.9799000183,25284,51.7660172401526,25284,51.7660172401526,1
2022-10-01,Julia,1678.8849298220157,238,7.0541383605967045,238,7.0541383605967045,21
2022-10-01,Kotlin,19059.819286021346,2208,8.632164531712567,2208,8.632164531712567,14
2022-10-01,Lua,7942.271027672572,2449,3.243066977408155,2449,3.243066977408155,13
2022-10-01,Objective-C,4964.474960211288,2760,1.7987228116707563,2760,1.7987228116707563,12
2022-10-01,PHP,88872.9772751644,6493,13.687506125853137,6493,13.687506125853137,7
2022-10-01,Perl,11316.064407933836,4358,2.5966187260059286,4358,2.5966187260059286,10
2022-10-01,Python,482985.1469965637,21568,22.39359917454394,21568,22.39359917454394,2
2022-10-01,R,2705.3477768246207,1572,1.7209591455627358,1572,1.7209591455627358,18
2022-10-01,Ruby,78585.73961895629,9582,8.201392153929898,9582,8.201392153929898,5
2022-10-01,Rust,18292.322063485582,1590,11.50460507137458,1590,11.50460507137458,17
2022-10-01,Scala,17618.501475509867,1619,10.882335685923328,1619,10.882335685923328,16
